clean_name,last_win_rating,ST_win_rate,HV_win_rate,ST_vs_HV_pref,AWT_win_rate,Turf_win_rate,AWT_vs_Turf_pref,last_form_going,recent_avg_pos,recent_win_rate,last_run_date,last_race_class_int,last_horse_rating,last_gear,distance_win_rate,prev_run_vet_finding,horse_code,avg_first_pos,gear_win_rate,has_overseas_form,winning_gears,gallops_30d,trots_30d,swims_30d,last_workout_date,last_workout_type,last_workout_detail,is_in_conghua,latest_body_weight
THUNDER BLAZE,,,,,,,,,,,,,,,,1.0,L188,,,1.0,,2.0,24.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THUNDER KIT,64.0,0.125,0.0,Sha Tin,0.0,0.1111111111111111,TURF,GOOD,4.5,0.25,2026-07-15,4.0,70.0,H,0.1666666666666666,0.0,L121,9.11111111111111,0.25,1.0,['H'],7.0,23.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THUNDER PRINCE,44.0,0.0,0.1428571428571428,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,7.75,0.0,2026-09-06,4.0,48.0,B1,0.0,0.0,K017,6.083333333333333,0.0,1.0,['CP-'],4.0,21.0,20.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
TOP TO SKY,37.0,0.25,0.0,Sha Tin,0.0,0.1818181818181818,TURF,GOOD TO FIRM,4.75,0.5,2026-07-01,4.0,37.0,B/TT,0.5,0.0,K339,4.75,1.0,1.0,['B/TT'],4.0,28.0,27.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
TOPSPIN KING,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.5,0.0,2026-06-13,4.0,46.0,XB,0.0,0.0,L141,6.6,0.0,1.0,[],7.0,24.0,21.0,14/09/2026,Gallop,30.5 26.1 (56.6) (R.B.),0.0,
TRUE BROTHERS,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,11.0,0.0,2026-07-15,4.0,64.0,B1,0.0,0.0,L381,2.6666666666666665,0.0,1.0,[],6.0,30.0,23.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
TURBO JEFFERIES,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.0,0.0,2026-06-27,4.0,46.0,CP,0.0,1.0,L328,9.6,0.0,1.0,[],,,,,,,,
TURF PHOENIX,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,8.5,0.0,2026-05-17,4.0,29.0,TT,0.0,0.0,J294,6.166666666666667,0.0,1.0,[],3.0,27.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
TURIN CHAMPIONS,,,,,,,,,,,,,,,,0.0,L024,,,1.0,,5.0,21.0,27.0,24/09/2026,Swimming,nan,0.0,
TURQUOISE VELOCITY,,,,,,,,,,,,,,,,0.0,K533,,,1.0,,7.0,21.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
TYCOON RESOURCES,65.0,0.0,1.0,Happy Valley,0.0,0.75,TURF,GOOD,3.75,0.75,2026-07-01,4.0,74.0,TT,0.5,1.0,L234,4.0,0.6666666666666666,1.0,"['TT', 'TT1']",,,,,,,,
ULTRA BOLT,,,,,,,,,,,,,,,,0.0,L387,,,1.0,,5.0,29.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VERBIER,29.0,0.1111111111111111,0.3333333333333333,Happy Valley,0.0,0.2,TURF,GOOD TO YIELDING,4.5,0.25,2026-09-06,4.0,38.0,,0.3333333333333333,1.0,J187,3.6666666666666665,0.0,1.0,['B/TT'],3.0,25.0,18.0,12/09/2026,Trotting,SmT 2 Round - Fast (E C W Wong),0.0,
VERY GRATEFUL,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,6.75,0.0,2026-07-15,4.0,54.0,V/TT,0.0,1.0,K396,8.3,0.0,1.0,[],5.0,25.0,27.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
VICTOR SUPREME,49.0,0.125,0.0,Sha Tin,0.0,0.125,TURF,GOOD TO YIELDING,3.0,0.25,2026-07-04,4.0,49.0,V,1.0,0.0,K547,10.875,0.3333333333333333,1.0,['V'],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VICTOR THE RAPID,54.0,0.0,0.1,Happy Valley,0.0,0.0833333333333333,TURF,GOOD TO FIRM,9.25,0.0,2026-07-08,4.0,55.0,CP-/B2/TT,0.1,1.0,J393,7.5,0.0,1.0,['B/TT'],3.0,28.0,29.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
VICTOR THE WINNER,,,,,,,,,,,,,,,,0.0,G404,,,1.0,,4.0,27.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VIEW ALL THINGS,37.0,0.0909090909090909,0.0,Sha Tin,0.0,0.1111111111111111,TURF,GOOD,9.5,0.0,2026-06-27,4.0,43.0,XB/TT,0.25,0.0,K101,7.5,0.125,1.0,['XB/TT'],5.0,29.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VIGOR ELLEEGANT,40.0,0.0,0.1111111111111111,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,6.0,0.0,2026-07-04,4.0,38.0,TT,0.1,0.0,J375,6.75,0.1666666666666666,1.0,['TT'],5.0,30.0,22.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VIOLET STAR,62.0,0.0,0.2,Happy Valley,0.0,0.125,TURF,GOOD,4.75,0.25,2026-06-24,4.0,68.0,SR/TT,0.25,0.0,L149,7.0,0.1666666666666666,1.0,['SR/TT'],4.0,22.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VIVA GRACIOUSNESS,61.0,0.0,0.1818181818181818,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,8.0,0.0,2026-04-29,4.0,64.0,TT,0.1818181818181818,0.0,J079,5.583333333333333,0.1666666666666666,1.0,['TT'],6.0,30.0,30.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
VIVA PROSPERAR,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,,4.0,,,0.0,0.0,L374,6.0,0.0,1.0,[],6.0,30.0,11.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VON BAER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,7.0,0.0,2026-06-27,4.0,31.0,B-/V1/TT,0.0,1.0,K198,7.5,0.0,1.0,[],4.0,25.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
VULCANUS,,,,,,,,,,,,,,,,0.0,J150,,,1.0,,6.0,27.0,15.0,25/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
WARRIORS DREAM,47.0,0.125,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD TO YIELDING,5.25,0.0,2026-07-08,4.0,50.0,CP/XB/TT,0.1,0.0,K255,6.333333333333333,0.0,1.0,['H-/XB/TT2'],,,,,,,,
WATCH LEGEND,,,,,,,,,,,,,,,,0.0,L313,,,1.0,,4.0,29.0,21.0,25/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
WAVE GARDEN,,,,,,,,,,,,,,,,1.0,K209,,,1.0,,5.0,23.0,23.0,25/09/2026,Gallop,23.4 (23.4) (R.B.),0.0,
WELL ENOUGH,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,11.5,0.0,2026-06-07,4.0,64.0,TT,0.0,0.0,L029,12.0,0.0,1.0,[],6.0,27.0,24.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WINDLORD,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.75,0.0,2026-06-27,4.0,70.0,H/TT,0.0,0.0,L184,6.333333333333333,0.0,1.0,[],,,,,,,,
WINNING DIAMOND,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.5,0.0,2026-09-09,4.0,28.0,E-,0.0,1.0,K216,9.083333333333334,0.0,1.0,[],,,,,,,,
WINNING GOLD,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,6.0,0.0,2026-07-12,4.0,68.0,TT,0.0,0.0,H461,8.5,0.0,1.0,[],5.0,21.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WINNING MONEY,49.0,0.0,0.0909090909090909,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,4.25,0.0,2026-07-15,4.0,55.0,B/XB,0.1111111111111111,0.0,J116,3.1666666666666665,0.0,1.0,['H/XB'],8.0,27.0,29.0,14/09/2026,Gallop,31.6 26.0 (57.6) (R.B.),0.0,
WINNING NOW,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,6.0,0.0,2026-06-24,4.0,41.0,B,0.0,0.0,K532,2.2,0.0,1.0,[],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WITHOUT RHYME,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,13.333333333333334,0.0,2026-07-04,4.0,62.0,CP/TT,0.0,0.0,L077,9.333333333333334,0.0,1.0,[],6.0,30.0,30.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WORD OF KINDNESS,,,,,,,,,,,,,,,,0.0,K569,,,1.0,,7.0,31.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WORLD HERO,48.0,0.0,0.2857142857142857,Happy Valley,0.0,0.1818181818181818,TURF,GOOD TO FIRM,5.5,0.25,2026-06-24,4.0,55.0,B,0.25,0.0,J413,3.5,0.0,1.0,[],6.0,24.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
WROTE A NEW PAGE,65.0,0.0,0.375,Happy Valley,0.0,0.25,TURF,GOOD,7.25,0.0,2026-04-15,4.0,73.0,TT,0.75,0.0,K226,5.083333333333333,0.3,1.0,['TT'],5.0,26.0,1.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
YOUNG ARROW,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.5,0.0,2026-07-08,4.0,58.0,CP,0.0,0.0,J401,7.333333333333333,0.0,1.0,[],5.0,22.0,29.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
YOUNG CHAMPION,,,,,,,,,,,,,,,,1.0,J195,,,1.0,,8.0,30.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
YOUNG FIGHTER,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.5,0.0,2026-01-11,4.0,45.0,PC/TT,0.0,1.0,K464,6.666666666666667,0.0,1.0,[],6.0,29.0,20.0,12/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
ZETA HEDGE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,11.0,0.0,2026-05-06,4.0,46.0,P/TT,0.0,1.0,K295,2.5,0.0,1.0,[],,,,,,,,
ZOUPER FELLOW,,,,,,,,,,,,,,,,0.0,K284,,,1.0,,5.0,26.0,28.0,24/09/2026,Swimming,nan,0.0,
,40.0,0.0555555555555555,0.0,Sha Tin,0.0,0.04,Turf,GOOD,10.0,0.0,2005-03-06,4.0,44.0,B,0.25,0.0,,,,,,,,,,,,,
